congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
0,house,A000055,Aderholt,AL,4,Republican,176,0.977272727272727,0.95644069,63
115,house,A000055,Aderholt,AL,4,R,95,0.968421052631579,0.94634916,63
116,house,A000055,Aderholt,AL,4,R,81,0.987654320987654,0.96827644,63
0,house,A000367,Amash,MI,3,Independent,175,0.662857142857143,0.74578418,9.4
115,house,A000367,Amash,MI,3,R,96,0.541666666666667,0.84738551,9.4
116,house,A000367,Amash,MI,3,I,77,0.805194805194805,0.64035733,9.4
116,house,A000367,Amash,MI,3,R,2,1,0.59582585,9.4
0,house,A000369,Amodei,NV,2,Republican,175,0.971428571428571,0.80579316,12.3
115,house,A000369,Amodei,NV,2,R,94,0.98936170212766,0.87652676,12.3
116,house,A000369,Amodei,NV,2,R,81,0.950617283950617,0.72370725,12.3
0,house,A000370,Adams,NC,12,Democrat,175,0.108571428571429,0.12803541,-40
115,house,A000370,Adams,NC,12,D,92,0.173913043478261,0.20378724,-40
116,house,A000370,Adams,NC,12,D,83,0.036144578313253,0.04406953,-40
0,house,A000371,Aguilar,CA,31,Democrat,176,0.170454545454545,0.19559655,-21.1
115,house,A000371,Aguilar,CA,31,D,94,0.276595744680851,0.31386763,-21.1
116,house,A000371,Aguilar,CA,31,D,82,0.0487804878048781,0.06001751,-21.1
0,house,A000372,Allen,GA,12,Republican,179,0.972067039106145,0.86917572,16.2
115,house,A000372,Allen,GA,12,R,95,0.968421052631579,0.90578921,16.2
116,house,A000372,Allen,GA,12,R,84,0.976190476190476,0.82776762,16.2
0,house,A000374,Abraham,LA,5,Republican,147,0.945578231292517,0.9446263,29.4
115,house,A000374,Abraham,LA,5,R,96,0.927083333333333,0.9458395,29.4
116,house,A000374,Abraham,LA,5,R,51,0.980392156862745,0.94234264,29.4
0,house,A000375,Arrington,TX,19,Republican,178,0.966292134831461,0.95699419,49
115,house,A000375,Arrington,TX,19,R,95,0.968421052631579,0.94961009,49
116,house,A000375,Arrington,TX,19,R,83,0.963855421686747,0.96544587,49
0,house,A000376,Allred,TX,32,Democrat,83,0.0602409638554217,0.19842177,-1.9
116,house,A000376,Allred,TX,32,D,83,0.0602409638554217,0.19842177,-1.9
0,house,A000377,Armstrong,ND,0,Republican,82,0.951219512195122,0.95535003,35.72888837
116,house,A000377,Armstrong,ND,0,R,82,0.951219512195122,0.95535003,35.72888837
0,house,A000378,Axne,IA,3,Democrat,84,0.0714285714285714,0.36794951,3.5
116,house,A000378,Axne,IA,3,D,84,0.0714285714285714,0.36794951,3.5
0,house,B000213,Barton,TX,6,Republican,92,0.923913043478261,0.87643124,12.3
115,house,B000213,Barton,TX,6,R,92,0.923913043478261,0.87643124,12.3
0,house,B000287,Becerra,CA,34,Democrat,1,0,1.4e-7,-72.9
115,house,B000287,Becerra,CA,34,D,1,0,1.4e-7,-72.9
0,house,B000490,Bishop,GA,2,Democrat,175,0.262857142857143,0.27856912,-11.7
115,house,B000490,Bishop,GA,2,D,93,0.451612903225806,0.45128279,-11.7
116,house,B000490,Bishop,GA,2,D,82,0.0487804878048781,0.08268654,-11.7
0,house,B000574,Blumenauer,OR,3,Democrat,174,0.114942528735632,0.1196504,-48.2
115,house,B000574,Blumenauer,OR,3,D,91,0.175824175824176,0.19149721,-48.2
116,house,B000574,Blumenauer,OR,3,D,83,0.0481927710843374,0.0408786,-48.2
0,house,B000755,Brady,TX,8,Republican,176,0.982954545454545,0.95662334,48.8
115,house,B000755,Brady,TX,8,R,96,0.989583333333333,0.95016617,48.8
116,house,B000755,Brady,TX,8,R,80,0.975,0.96437195,48.8
0,house,B001227,Brady,PA,1,Democrat,93,0.172043010752688,0.16459382,-61.3
115,house,B001227,Brady,PA,1,D,93,0.172043010752688,0.16459382,-61.3
115,house,B001243,Blackburn,TN,7,R,87,0.919540229885057,0.94563949,39.3
0,house,B001248,Burgess,TX,26,Republican,176,0.954545454545455,0.93844124,26.5
115,house,B001248,Burgess,TX,26,R,94,0.957446808510638,0.94107564,26.5
116,house,B001248,Burgess,TX,26,R,82,0.951219512195122,0.93542131,26.5
0,house,B001250,Bishop,UT,1,Republican,171,0.953216374269006,0.94002208,27.3
115,house,B001250,Bishop,UT,1,R,93,0.956989247311828,0.94214025,27.3
116,house,B001250,Bishop,UT,1,R,78,0.948717948717949,0.93749658,27.3
0,house,B001251,Butterfield,NC,1,Democrat,177,0.135593220338983,0.13586295,-37
115,house,B001251,Butterfield,NC,1,D,94,0.212765957446809,0.21569132,-37
116,house,B001251,Butterfield,NC,1,D,83,0.0481927710843374,0.0454549,-37
0,house,B001257,Bilirakis,FL,12,Republican,178,0.955056179775281,0.89679807,18.6
115,house,B001257,Bilirakis,FL,12,R,95,0.978947368421053,0.92184181,18.6
116,house,B001257,Bilirakis,FL,12,R,83,0.927710843373494,0.86813354,18.6
0,house,B001260,Buchanan,FL,16,Republican,172,0.918604651162791,0.769249,10.7
115,house,B001260,Buchanan,FL,16,R,90,0.966666666666667,0.86069026,10.7
116,house,B001260,Buchanan,FL,16,R,82,0.865853658536585,0.66888665,10.7
0,house,B001269,Barletta,PA,11,Republican,92,0.978260869565217,0.93672465,23.8
115,house,B001269,Barletta,PA,11,R,92,0.978260869565217,0.93672465,23.8
0,house,B001270,Bass,CA,37,Democrat,167,0.0838323353293413,0.09036227,-76.1
115,house,B001270,Bass,CA,37,D,87,0.126436781609195,0.14088039,-76.1
116,house,B001270,Bass,CA,37,D,80,0.0375,0.03542381,-76.1
0,house,B001273,Black,TN,6,Republican,78,0.935897435897436,0.95902609,48.9
115,house,B001273,Black,TN,6,R,78,0.935897435897436,0.95902609,48.9
0,house,B001274,Brooks,AL,5,Republican,176,0.903409090909091,0.9500021,33.4
115,house,B001274,Brooks,AL,5,R,92,0.83695652173913,0.94722233,33.4
116,house,B001274,Brooks,AL,5,R,84,0.976190476190476,0.95304662,33.4
0,house,B001275,Bucshon,IN,8,Republican,176,0.960227272727273,0.95003863,33.7
115,house,B001275,Bucshon,IN,8,R,96,0.989583333333333,0.94905825,33.7
116,house,B001275,Bucshon,IN,8,R,80,0.925,0.95121508,33.7
0,house,B001278,Bonamici,OR,1,Democrat,179,0.128491620111732,0.18272044,-22.8
115,house,B001278,Bonamici,OR,1,D,95,0.2,0.29451476,-22.8
116,house,B001278,Bonamici,OR,1,D,84,0.0476190476190476,0.05628638,-22.8
0,house,B001281,Beatty,OH,3,Democrat,172,0.122093023255814,0.13184757,-38.4
115,house,B001281,Beatty,OH,3,D,92,0.195652173913043,0.2060699,-38.4
116,house,B001281,Beatty,OH,3,D,80,0.0375,0.04649189,-38.4
0,house,B001282,Barr,KY,6,Republican,177,0.96045197740113,0.85668102,15.3
115,house,B001282,Barr,KY,6,R,96,0.96875,0.90105912,15.3
116,house,B001282,Barr,KY,6,R,81,0.950617283950617,0.80408475,15.3
0,house,B001283,Bridenstine,OK,1,Republican,52,0.942307692307692,0.95711151,28.7
115,house,B001283,Bridenstine,OK,1,R,52,0.942307692307692,0.95711151,28.7
0,house,B001284,Brooks,IN,5,Republican,177,0.954802259887006,0.79899541,11.8
115,house,B001284,Brooks,IN,5,R,96,0.989583333333333,0.87293384,11.8
116,house,B001284,Brooks,IN,5,R,81,0.91358024691358,0.71136468,11.8
0,house,B001285,Brownley,CA,26,Democrat,174,0.189655172413793,0.18085779,-21.9
115,house,B001285,Brownley,CA,26,D,92,0.326086956521739,0.30034879,-21.9
116,house,B001285,Brownley,CA,26,D,82,0.0365853658536585,0.04679473,-21.9
0,house,B001286,Bustos,IL,17,Democrat,179,0.217877094972067,0.50043131,0.7
115,house,B001286,Bustos,IL,17,D,95,0.368421052631579,0.70528738,0.7
116,house,B001286,Bustos,IL,17,D,84,0.0476190476190476,0.26874885,0.7
0,house,B001287,Bera,CA,7,Democrat,180,0.227777777777778,0.28375514,-11.4
115,house,B001287,Bera,CA,7,D,96,0.385416666666667,0.45691205,-11.4
116,house,B001287,Bera,CA,7,D,84,0.0476190476190476,0.08586151,-11.4
0,house,B001289,Byrne,AL,1,Republican,169,0.964497041420118,0.94773456,29.4
115,house,B001289,Byrne,AL,1,R,96,0.958333333333333,0.9458395,29.4
116,house,B001289,Byrne,AL,1,R,73,0.972602739726027,0.95022669,29.4
0,house,B001290,Brat,VA,7,Republican,95,0.884210526315789,0.80768775,6.5
115,house,B001290,Brat,VA,7,R,95,0.884210526315789,0.80768775,6.5
0,house,B001291,Babin,TX,36,Republican,173,0.959537572254335,0.95674121,46.8
115,house,B001291,Babin,TX,36,R,94,0.946808510638298,0.95172585,46.8
116,house,B001291,Babin,TX,36,R,79,0.974683544303797,0.96270886,46.8
0,house,B001292,Beyer,VA,8,Democrat,173,0.121387283236994,0.10211991,-52.6
115,house,B001292,Beyer,VA,8,D,91,0.197802197802198,0.16911584,-52.6
116,house,B001292,Beyer,VA,8,D,82,0.0365853658536585,0.02777077,-52.6
0,house,B001293,Bishop,MI,8,Republican,95,0.978947368421053,0.81057761,6.7
115,house,B001293,Bishop,MI,8,R,95,0.978947368421053,0.81057761,6.7
0,house,B001294,Blum,IA,1,Republican,93,0.924731182795699,0.76057766,3.5
115,house,B001294,Blum,IA,1,R,93,0.924731182795699,0.76057766,3.5
0,house,B001295,Bost,IL,12,Republican,179,0.955307262569832,0.84974003,14.8
115,house,B001295,Bost,IL,12,R,95,0.989473684210526,0.89727638,14.8
116,house,B001295,Bost,IL,12,R,84,0.916666666666667,0.79597867,14.8
0,house,B001296,Boyle,PA,2,Democrat,178,0.129213483146067,0.13983177,-48
115,house,B001296,Boyle,PA,13,D,94,0.202127659574468,0.22863067,-33.6
116,house,B001296,Boyle,PA,2,D,84,0.0476190476190476,0.04046158,-48
0,house,B001297,Buck,CO,4,Republican,175,0.88,0.92531689,23.1
115,house,B001297,Buck,CO,4,R,94,0.851063829787234,0.93541675,23.1
116,house,B001297,Buck,CO,4,R,81,0.91358024691358,0.91359607,23.1
0,house,B001298,Bacon,NE,2,Republican,180,0.922222222222222,0.54190221,2.2
115,house,B001298,Bacon,NE,2,R,96,0.979166666666667,0.73689927,2.2
116,house,B001298,Bacon,NE,2,R,84,0.857142857142857,0.31904842,2.2
0,house,B001299,Banks,IN,3,Republican,180,0.944444444444444,0.95234932,35
115,house,B001299,Banks,IN,3,R,96,0.947916666666667,0.94963284,35
116,house,B001299,Banks,IN,3,R,84,0.94047619047619,0.95545387,35
0,house,B001300,Barragán,CA,44,Democrat,178,0.106741573033708,0.0962338,-70.7
115,house,B001300,Barragán,CA,44,D,94,0.170212765957447,0.15122911,-70.7
116,house,B001300,Barragán,CA,44,D,84,0.0357142857142857,0.03469144,-70.7
0,house,B001301,Bergman,MI,1,Republican,177,0.966101694915254,0.917002,21.3
115,house,B001301,Bergman,MI,1,R,95,0.968421052631579,0.92923049,21.3
116,house,B001301,Bergman,MI,1,R,82,0.963414634146341,0.90283484,21.3
0,house,B001302,Biggs,AZ,5,Republican,179,0.832402234636871,0.91491555,21.1
115,house,B001302,Biggs,AZ,5,R,96,0.729166666666667,0.92917335,21.1
116,house,B001302,Biggs,AZ,5,R,83,0.951807228915663,0.89842461,21.1
0,house,B001303,Blunt Rochester,DE,0,Democrat,175,0.165714285714286,0.27725842,-11.43051247
115,house,B001303,Blunt Rochester,DE,0,D,92,0.271739130434783,0.44921655,-11.43051247
116,house,B001303,Blunt Rochester,DE,0,D,83,0.0481927710843374,0.08665423,-11.43051247
0,house,B001304,Brown,MD,4,Democrat,176,0.113636363636364,0.10149234,-57.5
115,house,B001304,Brown,MD,4,D,92,0.195652173913043,0.15979619,-57.5
116,house,B001304,Brown,MD,4,D,84,0.0238095238095238,0.03763574,-57.5
0,house,B001305,Budd,NC,13,Republican,176,0.926136363636364,0.74956324,9.4
115,house,B001305,Budd,NC,13,R,95,0.894736842105263,0.85624197,9.4
116,house,B001305,Budd,NC,13,R,81,0.962962962962963,0.6244462,9.4
0,house,B001306,Balderson,OH,12,Republican,90,0.933333333333333,0.70429708,11.3
115,house,B001306,Balderson,OH,12,R,6,1,0.91223178,11.3
116,house,B001306,Balderson,OH,12,R,84,0.928571428571429,0.6894446,11.3
0,house,B001307,Baird,IN,4,Republican,84,0.964285714285714,0.9541551,34.1
116,house,B001307,Baird,IN,4,R,84,0.964285714285714,0.9541551,34.1
0,house,B001308,Brindisi,NY,22,Democrat,84,0.107142857142857,0.81261457,15.5
116,house,B001308,Brindisi,NY,22,D,84,0.107142857142857,0.81261457,15.5
0,house,B001309,Burchett,TN,2,Republican,83,0.963855421686747,0.95545971,35.4
116,house,B001309,Burchett,TN,2,R,83,0.963855421686747,0.95545971,35.4
0,house,B001311,Bishop,NC,9,Republican,36,0.972222222222222,0.72690472,11.6
116,house,B001311,Bishop,NC,9,R,36,0.972222222222222,0.72690472,11.6
0,house,C000059,Calvert,CA,42,Republican,180,0.972222222222222,0.79969449,12
115,house,C000059,Calvert,CA,42,R,96,0.989583333333333,0.87482029,12
116,house,C000059,Calvert,CA,42,R,84,0.952380952380952,0.71383643,12
0,house,C000266,Chabot,OH,1,Republican,180,0.95,0.66450595,6.6
115,house,C000266,Chabot,OH,1,R,96,0.947916666666667,0.81042926,6.6
116,house,C000266,Chabot,OH,1,R,84,0.952380952380952,0.49773644,6.6
0,house,C000537,Clyburn,SC,6,Democrat,163,0.128834355828221,0.14106511,-36.5
115,house,C000537,Clyburn,SC,6,D,88,0.193181818181818,0.21914168,-36.5
116,house,C000537,Clyburn,SC,6,D,75,0.0533333333333333,0.04945527,-36.5
0,house,C000714,Conyers,MI,13,Democrat,53,0.132075471698113,0.13287585,-60.7
115,house,C000714,Conyers,MI,13,D,53,0.132075471698113,0.13287585,-60.7
0,house,C000754,Cooper,TN,5,Democrat,178,0.224719101123595,0.21255193,-18.4
115,house,C000754,Cooper,TN,5,D,95,0.389473684210526,0.34232517,-18.4
116,house,C000754,Cooper,TN,5,D,83,0.036144578313253,0.06401629,-18.4
0,house,C000984,Cummings,MD,7,Democrat,111,0.117117117117117,0.11001698,-55.6
115,house,C000984,Cummings,MD,7,D,69,0.159420289855072,0.15920039,-55.6
116,house,C000984,Cummings,MD,7,D,42,0.0476190476190476,0.02921566,-55.6
0,house,C001037,Capuano,MA,7,Democrat,91,0.153846153846154,0.14345325,-72.2
115,house,C001037,Capuano,MA,7,D,91,0.153846153846154,0.14345325,-72.2
0,house,C001038,Crowley,NY,14,Democrat,88,0.170454545454545,0.15617876,-57.9
115,house,C001038,Crowley,NY,14,D,88,0.170454545454545,0.15617876,-57.9
0,house,C001048,Culberson,TX,7,Republican,95,0.978947368421053,0.66478893,-1.4
115,house,C001048,Culberson,TX,7,R,95,0.978947368421053,0.66478893,-1.4
0,house,C001049,Clay,MO,1,Democrat,175,0.0971428571428571,0.1080528,-58.2
115,house,C001049,Clay,MO,1,D,94,0.159574468085106,0.16769266,-58.2
116,house,C001049,Clay,MO,1,D,81,0.0246913580246914,0.03884112,-58.2
0,house,C001051,Carter,TX,31,Republican,168,0.970238095238095,0.8153206,12.7
115,house,C001051,Carter,TX,31,R,94,0.968085106382979,0.88017032,12.7
116,house,C001051,Carter,TX,31,R,74,0.972972972972973,0.73294392,12.7
0,house,C001053,Cole,OK,4,Republican,178,0.966292134831461,0.9535945,37.4
115,house,C001053,Cole,OK,4,R,94,0.98936170212766,0.94935012,37.4
116,house,C001053,Cole,OK,4,R,84,0.94047619047619,0.95834417,37.4
0,house,C001055,Case,HI,1,Democrat,84,0.0595238095238095,0.04744614,-32.6
116,house,C001055,Case,HI,1,D,84,0.0595238095238095,0.04744614,-32.6
0,house,C001059,Costa,CA,16,Democrat,173,0.265895953757225,0.18095967,-21.6
115,house,C001059,Costa,CA,16,D,89,0.471910112359551,0.29707729,-21.6
116,house,C001059,Costa,CA,16,D,84,0.0476190476190476,0.05793029,-21.6
0,house,C001061,Cleaver,MO,5,Democrat,170,0.123529411764706,0.25884918,-13.5
115,house,C001061,Cleaver,MO,5,D,90,0.188888888888889,0.42143829,-13.5
116,house,C001061,Cleaver,MO,5,D,80,0.05,0.07593642,-13.5
0,house,C001062,Conaway,TX,11,Republican,180,0.977777777777778,0.95763867,58.7
115,house,C001062,Conaway,TX,11,R,96,0.989583333333333,0.94801977,58.7
116,house,C001062,Conaway,TX,11,R,84,0.964285714285714,0.96863171,58.7
0,house,C001063,Cuellar,TX,28,Democrat,179,0.41340782122905,0.20398919,-19.8
115,house,C001063,Cuellar,TX,28,D,96,0.6875,0.32872556000000003,-19.8
116,house,C001063,Cuellar,TX,28,D,83,0.0963855421686747,0.05971581,-19.8
0,house,C001066,Castor,FL,14,Democrat,178,0.140449438202247,0.2138212,-18.2
115,house,C001066,Castor,FL,14,D,94,0.223404255319149,0.34788598,-18.2
116,house,C001066,Castor,FL,14,D,84,0.0476190476190476,0.06379633,-18.2
0,house,C001067,Clarke,NY,9,Democrat,179,0.0782122905027933,0.09680461,-69.1
115,house,C001067,Clarke,NY,9,D,95,0.105263157894737,0.15145378,-69.1
116,house,C001067,Clarke,NY,9,D,84,0.0476190476190476,0.034999,-69.1
0,house,C001068,Cohen,TN,9,Democrat,178,0.112359550561798,0.10666659,-57.7
115,house,C001068,Cohen,TN,9,D,95,0.178947368421053,0.16662781,-57.7
116,house,C001068,Cohen,TN,9,D,83,0.036144578313253,0.03803628,-57.7
0,house,C001069,Courtney,CT,2,Democrat,178,0.162921348314607,0.41647079,-2.9
115,house,C001069,Courtney,CT,2,D,94,0.265957446808511,0.62987701,-2.9
116,house,C001069,Courtney,CT,2,D,84,0.0476190476190476,0.17765907,-2.9
0,house,C001072,Carson,IN,7,Democrat,173,0.115606936416185,0.17980329,-22.8
115,house,C001072,Carson,IN,7,D,89,0.179775280898876,0.29638105,-22.8
116,house,C001072,Carson,IN,7,D,84,0.0476190476190476,0.05628638,-22.8
0,house,C001076,Chaffetz,UT,3,Republican,31,1,0.98637674,23.9
115,house,C001076,Chaffetz,UT,3,R,31,1,0.98637674,23.9
0,house,C001077,Coffman,CO,6,Republican,96,0.947916666666667,0.50597163,-8.9
115,house,C001077,Coffman,CO,6,R,96,0.947916666666667,0.50597163,-8.9
0,house,C001078,Connolly,VA,11,Democrat,179,0.162011173184358,0.12970064,-39.4
115,house,C001078,Connolly,VA,11,D,95,0.263157894736842,0.2056424,-39.4
116,house,C001078,Connolly,VA,11,D,84,0.0476190476190476,0.04381413,-39.4
0,house,C001080,Chu,CA,27,Democrat,178,0.101123595505618,0.13389492,-37.6
115,house,C001080,Chu,CA,27,D,95,0.147368421052632,0.21138455,-37.6
116,house,C001080,Chu,CA,27,D,83,0.0481927710843374,0.04520197,-37.6
0,house,C001084,Cicilline,RI,1,Democrat,178,0.134831460674157,0.16985234,-25.6
115,house,C001084,Cicilline,RI,1,D,95,0.210526315789474,0.27136301,-25.6
116,house,C001084,Cicilline,RI,1,D,83,0.0481927710843374,0.05366542,-25.6
0,house,C001087,Crawford,AR,1,Republican,170,0.964705882352941,0.95027283,34.8
115,house,C001087,Crawford,AR,1,R,95,0.978947368421053,0.94910508,34.8
116,house,C001087,Crawford,AR,1,R,75,0.946666666666667,0.95175198,34.8
0,house,C001090,Cartwright,PA,8,Democrat,174,0.189655172413793,0.7514267,9.6
115,house,C001090,Cartwright,PA,17,D,95,0.305263157894737,0.85512427,10.1
116,house,C001090,Cartwright,PA,8,D,79,0.0506329113924051,0.6267271,9.6
0,house,C001091,Castro,TX,20,Democrat,177,0.129943502824859,0.1595702,-26.7
115,house,C001091,Castro,TX,20,D,94,0.191489361702128,0.25401441,-26.7
116,house,C001091,Castro,TX,20,D,83,0.0602409638554217,0.05260928,-26.7
0,house,C001092,Collins,NY,27,Republican,140,0.992857142857143,0.93363068,24.5
115,house,C001092,Collins,NY,27,R,94,0.98936170212766,0.93721435,24.5
116,house,C001092,Collins,NY,27,R,46,1,0.92630753,24.5
0,house,C001093,Collins,GA,9,Republican,173,0.976878612716763,0.95687098,58.5
115,house,C001093,Collins,GA,9,R,93,0.978494623655914,0.94814092,58.5
116,house,C001093,Collins,GA,9,R,80,0.975,0.96701967,58.5
0,house,C001094,Cook,CA,8,Republican,177,0.943502824858757,0.85705744,15.1
115,house,C001094,Cook,CA,8,R,96,0.979166666666667,0.89971389,15.1
116,house,C001094,Cook,CA,8,R,81,0.901234567901235,0.80650163,15.1
115,house,C001096,Cramer,ND,0,R,91,0.989010989010989,0.95118014,35.72888837
0,house,C001097,Cárdenas,CA,29,Democrat,174,0.109195402298851,0.10529239,-60.9
115,house,C001097,Cárdenas,CA,29,D,92,0.184782608695652,0.16555638,-60.9
116,house,C001097,Cárdenas,CA,29,D,82,0.024390243902439,0.03767914,-60.9
0,house,C001101,Clark,MA,5,Democrat,173,0.109826589595376,0.12697428,-43.6
115,house,C001101,Clark,MA,5,D,90,0.166666666666667,0.20482679,-43.6
116,house,C001101,Clark,MA,5,D,83,0.0481927710843374,0.0425559,-43.6
0,house,C001103,Carter,GA,1,Republican,174,0.96551724137931,0.85768884,15.5
115,house,C001103,Carter,GA,1,R,90,0.966666666666667,0.89975815,15.5
116,house,C001103,Carter,GA,1,R,84,0.964285714285714,0.81261457,15.5
0,house,C001105,Comstock,VA,10,Republican,93,0.978494623655914,0.47725594,-10
115,house,C001105,Comstock,VA,10,R,93,0.978494623655914,0.47725594,-10
0,house,C001106,Costello,PA,6,Republican,92,0.956521739130435,0.69185928,-0.6
115,house,C001106,Costello,PA,6,R,92,0.956521739130435,0.69185928,-0.6
0,house,C001107,Curbelo,FL,26,Republican,91,0.824175824175824,0.37158865,-16.3
115,house,C001107,Curbelo,FL,26,R,91,0.824175824175824,0.37158865,-16.3
0,house,C001108,Comer,KY,1,Republican,180,0.955555555555556,0.95742197,48.5
115,house,C001108,Comer,KY,1,R,96,0.927083333333333,0.95021452,48.5
116,house,C001108,Comer,KY,1,R,84,0.988095238095238,0.96565906,48.5
0,house,C001109,Cheney,WY,0,Republican,175,0.96,0.95629922,46.29527573
115,house,C001109,Cheney,WY,0,R,96,0.958333333333333,0.9505216,46.29527573
116,house,C001109,Cheney,WY,0,R,79,0.962025316455696,0.96332013,46.29527573
0,house,C001110,Correa,CA,46,Democrat,180,0.222222222222222,0.13169876,-38.4
115,house,C001110,Correa,CA,46,D,96,0.375,0.2081919,-38.4
116,house,C001110,Correa,CA,46,D,84,0.0476190476190476,0.04427803,-38.4
0,house,C001111,Crist,FL,13,Democrat,177,0.242937853107345,0.4107638,-3.2
115,house,C001111,Crist,FL,13,D,93,0.419354838709677,0.62652837,-3.2
116,house,C001111,Crist,FL,13,D,84,0.0476190476190476,0.1718816,-3.2
0,house,C001112,Carbajal,CA,24,Democrat,176,0.215909090909091,0.19645508,-20.2
115,house,C001112,Carbajal,CA,24,D,92,0.369565217391304,0.32095168,-20.2
116,house,C001112,Carbajal,CA,24,D,84,0.0476190476190476,0.06010165,-20.2
0,house,C001114,Curtis,UT,3,Republican,125,0.952,0.92237693,23.9
115,house,C001114,Curtis,UT,3,R,45,0.955555555555556,0.92881366,23.9
116,house,C001114,Curtis,UT,3,R,80,0.95,0.91875628,23.9
0,house,C001115,Cloud,TX,27,Republican,95,0.926315789473684,0.92466188,23.6
115,house,C001115,Cloud,TX,27,R,11,0.909090909090909,0.96460073,23.6
116,house,C001115,Cloud,TX,27,R,84,0.928571428571429,0.9194318,23.6
0,house,C001117,Casten,IL,6,Democrat,84,0.0476190476190476,0.11797864,-7
116,house,C001117,Casten,IL,6,D,84,0.0476190476190476,0.11797864,-7
0,house,C001118,Cline,VA,6,Republican,84,0.952380952380952,0.92655109,24.8
116,house,C001118,Cline,VA,6,R,84,0.952380952380952,0.92655109,24.8
0,house,C001119,Craig,MN,2,Democrat,84,0.0476190476190476,0.28472931,1.2
116,house,C001119,Craig,MN,2,D,84,0.0476190476190476,0.28472931,1.2
0,house,C001120,Crenshaw,TX,2,Republican,82,0.939024390243902,0.61675501,9.3
116,house,C001120,Crenshaw,TX,2,R,82,0.939024390243902,0.61675501,9.3
0,house,C001121,Crow,CO,6,Democrat,84,0.0476190476190476,0.1012707,-8.9
116,house,C001121,Crow,CO,6,D,84,0.0476190476190476,0.1012707,-8.9
0,house,C001122,Cunningham,SC,1,Democrat,83,0.0843373493975904,0.7485013,13.1
116,house,C001122,Cunningham,SC,1,D,83,0.0843373493975904,0.7485013,13.1
0,house,C001123,Cisneros,CA,39,Democrat,84,0.0476190476190476,0.10357285,-8.6
116,house,C001123,Cisneros,CA,39,D,84,0.0476190476190476,0.10357285,-8.6
0,house,C001124,Cox,CA,21,Democrat,83,0.0481927710843374,0.0711374,-15.5
116,house,C001124,Cox,CA,21,D,83,0.0481927710843374,0.0711374,-15.5
0,house,D000096,Davis,IL,7,Democrat,167,0.0898203592814371,0.07506883,-78.2
115,house,D000096,Davis,IL,7,D,84,0.130952380952381,0.11584681,-78.2
116,house,D000096,Davis,IL,7,D,83,0.0481927710843374,0.03379956,-78.2
0,house,D000191,DeFazio,OR,4,Democrat,172,0.13953488372093,0.4749804,-0.1
115,house,D000191,DeFazio,OR,4,D,91,0.241758241758242,0.68581069,-0.1
116,house,D000191,DeFazio,OR,4,D,81,0.0246913580246914,0.23812168,-0.1
0,house,D000197,DeGette,CO,1,Democrat,174,0.0862068965517241,0.10341854,-45.8
115,house,D000197,DeGette,CO,1,D,90,0.133333333333333,0.16146126,-45.8
116,house,D000197,DeGette,CO,1,D,84,0.0357142857142857,0.04122991,-45.8
0,house,D000216,DeLauro,CT,3,Democrat,173,0.132947976878613,0.23633628,-15.5
115,house,D000216,DeLauro,CT,3,D,92,0.206521739130435,0.38094163,-15.5
116,house,D000216,DeLauro,CT,3,D,81,0.0493827160493827,0.07209317,-15.5
0,house,D000399,Doggett,TX,35,Democrat,179,0.11731843575419,0.14355211,-33.6
115,house,D000399,Doggett,TX,35,D,96,0.15625,0.22669184,-33.6
116,house,D000399,Doggett,TX,35,D,83,0.072289156626506,0.0473905,-33.6
0,house,D000482,Doyle,PA,18,Democrat,177,0.146892655367232,0.14066393,-27.5
115,house,D000482,Doyle,PA,14,D,94,0.234042553191489,0.2190927,-35.5
116,house,D000482,Doyle,PA,18,D,83,0.0481927710843374,0.051840990000000003,-27.5
0,house,D000533,Duncan,TN,2,Republican,95,0.8,0.94941568,35.4
115,house,D000533,Duncan,TN,2,R,95,0.8,0.94941568,35.4
0,house,D000598,Davis,CA,53,Democrat,178,0.134831460674157,0.13976434,-34.9
115,house,D000598,Davis,CA,53,D,95,0.210526315789474,0.22113211,-34.9
116,house,D000598,Davis,CA,53,D,83,0.0481927710843374,0.046632560000000003,-34.9
0,house,D000600,Diaz-Balart,FL,25,Republican,175,0.914285714285714,0.53197474,1.8
115,house,D000600,Diaz-Balart,FL,25,R,93,0.946236559139785,0.72943294,1.8
116,house,D000600,Diaz-Balart,FL,25,R,82,0.878048780487805,0.30802824,1.8
0,house,D000604,Dent,PA,15,Republican,71,0.929577464788732,0.81930283,7.6
115,house,D000604,Dent,PA,15,R,71,0.929577464788732,0.81930283,7.6
0,house,D000610,Deutch,FL,22,Democrat,176,0.130681818181818,0.22545139,-15.8
115,house,D000610,Deutch,FL,22,D,92,0.206521739130435,0.36786158,-15.8
116,house,D000610,Deutch,FL,22,D,84,0.0476190476190476,0.06947832,-15.8
0,house,D000612,Denham,CA,10,Republican,95,0.978947368421053,0.62855983,-3
115,house,D000612,Denham,CA,10,R,95,0.978947368421053,0.62855983,-3
0,house,D000614,Duffy,WI,7,Republican,136,0.933823529411765,0.91724978,20.5
115,house,D000614,Duffy,WI,7,R,93,0.935483870967742,0.92736971,20.5
116,house,D000614,Duffy,WI,7,R,43,0.930232558139535,0.89536251,20.5
0,house,D000615,Duncan,SC,3,Republican,175,0.931428571428571,0.95457609,38
